Algo,Energy,Damp,y,γ,γfact,D,N,Assignments
AP,6.06661045107353,0.7,-1.0,-1.0,-1.0,2,1000,0.999
rAP,9.532864299538566,0.7,10.0,0.1,1.01,2,1000,0.999
AP,4.602928259592578,0.7,-1.0,-1.0,-1.0,2,1000,0.999
rAP,0.4842673006490908,0.7,10.0,0.1,1.01,2,1000,0.808
AP,12.041361775693497,0.7,-1.0,-1.0,-1.0,2,1000,1.0
rAP,4.893915912070058,0.7,10.0,0.1,1.01,2,1000,0.999
AP,0.4800703979856925,0.7,-1.0,-1.0,-1.0,2,1000,0.5920000000000001
rAP,0.4848254429641843,0.7,10.0,0.1,1.01,2,1000,0.845
AP,2.619924538198489,0.7,-1.0,-1.0,-1.0,2,1000,0.945
rAP,2.5235830431081703,0.7,10.0,0.1,1.01,2,1000,0.999
AP,5.334525500699573,0.7,-1.0,-1.0,-1.0,2,1000,0.999
rAP,5.671623680890309,0.7,10.0,0.1,1.01,2,1000,0.999
AP,0.47993751163363196,0.7,-1.0,-1.0,-1.0,2,1000,0.817
rAP,0.4771814165729019,0.7,10.0,0.1,1.01,2,1000,0.834
AP,7.585861187834941,0.7,-1.0,-1.0,-1.0,2,1000,0.999
rAP,0.4777145245225547,0.7,10.0,0.1,1.01,2,1000,0.766
AP,3.1607797301155505,0.7,-1.0,-1.0,-1.0,2,1000,0.999
rAP,0.5062053489304927,0.7,10.0,0.1,1.01,2,1000,0.986
AP,0.6442842745509523,0.7,-1.0,-1.0,-1.0,2,1000,0.562
rAP,0.4927543603063487,0.7,10.0,0.1,1.01,2,1000,0.8
AP,0.49165433327521374,0.7,-1.0,-1.0,-1.0,2,1000,0.893
rAP,0.7646137238639227,0.7,10.0,0.1,1.01,2,1000,0.929
AP,6.974943160520596,0.7,-1.0,-1.0,-1.0,2,1000,1.0
rAP,0.5120006394018631,0.7,10.0,0.1,1.01,2,1000,0.775
AP,0.48607624143069866,0.7,-1.0,-1.0,-1.0,2,1000,0.998
rAP,0.48609649974478475,0.7,10.0,0.1,1.01,2,1000,0.627
AP,1.3476046429082658,0.7,-1.0,-1.0,-1.0,2,1000,0.999
rAP,4.192174572709966,0.7,10.0,0.1,1.01,2,1000,0.99
AP,3.8508532863240257,0.7,-1.0,-1.0,-1.0,2,1000,0.998
rAP,0.5029816649888081,0.7,10.0,0.1,1.01,2,1000,0.844
AP,8.616304797983867,0.7,-1.0,-1.0,-1.0,2,1000,0.999
rAP,0.4749265115626262,0.7,10.0,0.1,1.01,2,1000,0.882
AP,0.7137391190529988,0.7,-1.0,-1.0,-1.0,2,1000,0.758
rAP,0.6572024563053772,0.7,10.0,0.1,1.01,2,1000,0.512
AP,3.571581082496081,0.7,-1.0,-1.0,-1.0,2,1000,0.999
rAP,0.48334479849163475,0.7,10.0,0.1,1.01,2,1000,0.993
AP,1.5539832543207657,0.7,-1.0,-1.0,-1.0,2,1000,0.999
rAP,7.223598616061552,0.7,10.0,0.1,1.01,2,1000,0.99
AP,1.956339996687506,0.7,-1.0,-1.0,-1.0,2,1000,0.996
rAP,10.629261193100586,0.7,10.0,0.1,1.01,2,1000,1.0
AP,2.4996848866076964,0.7,-1.0,-1.0,-1.0,2,1000,0.999
rAP,0.5013227900309758,0.7,10.0,0.1,1.01,2,1000,0.929
AP,0.47760721856298016,0.7,-1.0,-1.0,-1.0,2,1000,0.865
rAP,0.47760721856298016,0.7,10.0,0.1,1.01,2,1000,0.865
AP,6.2227862542488035,0.7,-1.0,-1.0,-1.0,2,1000,0.99
rAP,12.858973780862195,0.7,10.0,0.1,1.05,2,1000,0.999
AP,1.1632419065480493,0.7,-1.0,-1.0,-1.0,2,1000,0.986
rAP,0.6138265460780546,0.7,10.0,0.1,1.05,2,1000,0.91
AP,6.841186682544838,0.7,-1.0,-1.0,-1.0,2,1000,1.0
rAP,3.9176968772301275,0.7,10.0,0.1,1.05,2,1000,0.997
AP,6.561806252309838,0.7,-1.0,-1.0,-1.0,2,1000,0.999
rAP,0.5073815284900768,0.7,10.0,0.1,1.05,2,1000,0.885
AP,5.324825372041063,0.7,-1.0,-1.0,-1.0,2,1000,1.0
rAP,0.4806767586186773,0.7,10.0,0.1,1.05,2,1000,0.827
AP,10.346151105619521,0.7,-1.0,-1.0,-1.0,2,1000,0.999
rAP,0.48218411762033314,0.7,10.0,0.1,1.05,2,1000,0.7090000000000001
AP,0.48090914537809154,0.7,-1.0,-1.0,-1.0,2,1000,0.984
rAP,1.6112563730530862,0.7,10.0,0.1,1.05,2,1000,0.999
AP,0.7137391190529988,0.7,-1.0,-1.0,-1.0,2,1000,0.758
rAP,0.4774058777144026,0.7,10.0,0.1,1.05,2,1000,0.76
AP,4.097437339810834,0.7,-1.0,-1.0,-1.0,2,1000,0.995
rAP,0.7602344988669506,0.7,10.0,0.1,1.05,2,1000,0.991
AP,2.1707645433260567,0.7,-1.0,-1.0,-1.0,2,1000,0.998
rAP,0.4844707194649359,0.7,10.0,0.1,1.05,2,1000,0.785
AP,0.4831198220244062,0.7,-1.0,-1.0,-1.0,2,1000,0.6970000000000001
rAP,0.47327294687925925,0.7,10.0,0.1,1.05,2,1000,0.853
AP,4.59868053097372,0.7,-1.0,-1.0,-1.0,2,1000,0.999
rAP,0.6697553001625994,0.7,10.0,0.1,1.05,2,1000,0.746
AP,0.4871777292078629,0.7,-1.0,-1.0,-1.0,2,1000,0.967
rAP,0.4839096267347911,0.7,10.0,0.1,1.05,2,1000,0.994
AP,4.962962739083218,0.7,-1.0,-1.0,-1.0,2,1000,0.971
rAP,0.4904251552643057,0.7,10.0,0.1,1.05,2,1000,0.889
AP,4.813766109529817,0.7,-1.0,-1.0,-1.0,2,1000,0.998
rAP,0.7092286899742606,0.7,10.0,0.1,1.05,2,1000,0.793
AP,7.368946987702275,0.7,-1.0,-1.0,-1.0,2,1000,0.999
rAP,4.759056876676923,0.7,10.0,0.1,1.05,2,1000,0.99
AP,0.48349959854303187,0.7,-1.0,-1.0,-1.0,2,1000,1.0
rAP,0.47832456518733274,0.7,10.0,0.1,1.05,2,1000,0.725
AP,0.7119086828685612,0.7,-1.0,-1.0,-1.0,2,1000,0.994
rAP,2.801178108837938,0.7,10.0,0.1,1.05,2,1000,0.999
AP,0.6442842745509523,0.7,-1.0,-1.0,-1.0,2,1000,0.562
rAP,0.49472077650194746,0.7,10.0,0.1,1.05,2,1000,0.892
AP,4.029896355157604,0.7,-1.0,-1.0,-1.0,2,1000,0.999
rAP,0.4869514432447717,0.7,10.0,0.1,1.05,2,1000,0.835
AP,1.83214328894777,0.7,-1.0,-1.0,-1.0,2,1000,0.99
rAP,0.501829144468628,0.7,10.0,0.1,1.05,2,1000,0.6619999999999999
AP,6.521068606792984,0.7,-1.0,-1.0,-1.0,2,1000,0.999
rAP,0.48309045816301843,0.7,10.0,0.1,1.05,2,1000,0.8009999999999999
AP,1.1134898463727114,0.7,-1.0,-1.0,-1.0,2,1000,0.998
rAP,0.7482056647898027,0.7,10.0,0.1,1.05,2,1000,0.944
AP,0.7137391190529988,0.7,-1.0,-1.0,-1.0,2,1000,0.758
rAP,0.49303062045835805,0.7,10.0,0.1,1.05,2,1000,0.856
AP,0.47806913915113436,0.7,-1.0,-1.0,-1.0,2,1000,0.997
rAP,5.227445896643042,0.7,10.0,0.1,1.05,2,1000,0.996
AP,0.7137391190529988,0.7,-1.0,-1.0,-1.0,2,1000,0.758
rAP,0.5048173283471291,0.7,10.0,0.1,1.05,2,1000,0.758
AP,2.078312330978105,0.7,-1.0,-1.0,-1.0,2,1000,0.999
rAP,3.657790256394192,0.7,10.0,0.1,1.05,2,1000,0.999
AP,8.13941662631963,0.7,-1.0,-1.0,-1.0,2,1000,0.964
rAP,0.4835557516618691,0.7,10.0,0.1,1.05,2,1000,0.999
AP,9.027185590065859,0.7,-1.0,-1.0,-1.0,2,1000,0.999
rAP,11.19975789966855,0.7,10.0,0.1,1.05,2,1000,0.979
AP,5.455709697568999,0.7,-1.0,-1.0,-1.0,2,1000,0.999
rAP,0.4784103337785796,0.7,10.0,0.1,1.05,2,1000,0.911
AP,7.671609078576954,0.7,-1.0,-1.0,-1.0,2,1000,0.997
rAP,0.47656674865427445,0.7,10.0,0.1,1.05,2,1000,0.911
AP,2.0364568782743753,0.7,-1.0,-1.0,-1.0,2,1000,0.999
rAP,0.5051093204278251,0.7,10.0,0.1,1.05,2,1000,0.896
AP,0.4822331276670995,0.7,-1.0,-1.0,-1.0,2,1000,0.947
rAP,0.4802391339670857,0.7,10.0,0.1,1.05,2,1000,0.954
AP,0.7137391190529988,0.7,-1.0,-1.0,-1.0,2,1000,0.758
rAP,0.5041386176914435,0.7,10.0,0.1,1.05,2,1000,0.999
AP,1.1507172830484629,0.7,-1.0,-1.0,-1.0,2,1000,0.995
rAP,0.5074787047238819,0.7,10.0,0.1,1.05,2,1000,0.892
AP,5.1306737102051905,0.7,-1.0,-1.0,-1.0,2,1000,0.999
rAP,2.5466361243435536,0.7,10.0,0.1,1.05,2,1000,0.99
AP,11.57295829948003,0.7,-1.0,-1.0,-1.0,2,1000,1.0
rAP,0.48098171306396215,0.7,10.0,0.1,1.05,2,1000,0.998
AP,0.49717181165294083,0.7,-1.0,-1.0,-1.0,2,1000,0.8049999999999999
rAP,4.010384637310512,0.7,10.0,0.1,1.05,2,1000,0.998
AP,0.4821092087790435,0.7,-1.0,-1.0,-1.0,2,1000,0.763
rAP,0.4883329777895085,0.7,10.0,0.1,1.05,2,1000,0.841
AP,6.160899212798279,0.7,-1.0,-1.0,-1.0,2,1000,0.999
rAP,2.122726267488666,0.7,10.0,0.1,1.05,2,1000,0.999
AP,0.7137391190529988,0.7,-1.0,-1.0,-1.0,2,1000,0.758
rAP,0.4834537476563577,0.7,10.0,0.1,1.05,2,1000,0.819
AP,4.708414583287581,0.7,-1.0,-1.0,-1.0,2,1000,0.999
rAP,0.49752079561536783,0.7,10.0,0.1,1.05,2,1000,0.853
AP,1.221680834705035,0.7,-1.0,-1.0,-1.0,2,1000,0.999
rAP,0.4858873034186712,0.7,10.0,0.1,1.05,2,1000,0.83
AP,1.4532123358588729,0.7,-1.0,-1.0,-1.0,2,1000,0.999
rAP,0.4857039270179352,0.7,10.0,0.1,1.05,2,1000,0.956
AP,2.14045172522103,0.7,-1.0,-1.0,-1.0,2,1000,0.999
rAP,0.4815429472137231,0.7,10.0,0.1,1.05,2,1000,0.603
AP,0.5027089545141942,0.7,-1.0,-1.0,-1.0,2,1000,0.987
rAP,9.969258085436465,0.7,10.0,0.1,1.05,2,1000,0.999
AP,0.4856473574507428,0.7,-1.0,-1.0,-1.0,2,1000,0.7090000000000001
rAP,0.49030857942812556,0.7,10.0,0.1,1.05,2,1000,0.671
AP,4.178309340950938,0.7,-1.0,-1.0,-1.0,2,1000,0.999
rAP,0.4842262414432785,0.7,10.0,0.1,1.05,2,1000,0.878
AP,0.48660501074075424,0.7,-1.0,-1.0,-1.0,2,1000,0.585
rAP,0.48660501074075424,0.7,10.0,0.1,1.05,2,1000,0.585
AP,5.603465555604697,0.7,-1.0,-1.0,-1.0,2,1000,0.999
rAP,1.1774853150159752,0.7,10.0,0.1,1.05,2,1000,0.999
AP,0.5208775883389849,0.7,-1.0,-1.0,-1.0,2,1000,0.972
rAP,0.4813947993215773,0.7,10.0,0.1,1.05,2,1000,0.992
AP,4.4455398519896665,0.7,-1.0,-1.0,-1.0,2,1000,1.0
rAP,1.804704376956401,0.7,10.0,0.1,1.05,2,1000,0.999
AP,0.7137391190529988,0.7,-1.0,-1.0,-1.0,2,1000,0.758
rAP,0.508994896461086,0.7,10.0,0.1,1.05,2,1000,0.871
AP,0.9558529796043381,0.7,-1.0,-1.0,-1.0,2,1000,0.999
rAP,0.501705967519634,0.7,10.0,0.1,1.05,2,1000,0.9410000000000001
AP,2.759081087559289,0.7,-1.0,-1.0,-1.0,2,1000,0.999
rAP,0.5576011646650962,0.7,10.0,0.1,1.05,2,1000,0.9
AP,2.997123329484404,0.7,-1.0,-1.0,-1.0,2,1000,0.999
rAP,3.5797945386730325,0.7,10.0,0.1,1.05,2,1000,0.999
AP,1.1766414448588933,0.7,-1.0,-1.0,-1.0,2,1000,0.905
rAP,0.4924212714515655,0.7,10.0,0.1,1.05,2,1000,0.875
AP,0.6572024563053772,0.7,-1.0,-1.0,-1.0,2,1000,0.512
rAP,0.6201297545148201,0.7,10.0,0.1,1.05,2,1000,0.891
AP,0.4775875652572648,0.7,-1.0,-1.0,-1.0,2,1000,0.985
rAP,1.440343135946361,0.7,10.0,0.1,1.05,2,1000,0.951
AP,0.5198926007223942,0.7,-1.0,-1.0,-1.0,2,1000,0.792
rAP,7.716711005695742,0.7,10.0,0.1,1.05,2,1000,0.999
AP,8.405964235254956,0.7,-1.0,-1.0,-1.0,2,1000,0.999
rAP,5.193113855352783,0.7,10.0,0.1,1.05,2,1000,0.999
AP,10.185778861512228,0.7,-1.0,-1.0,-1.0,2,1000,0.998
rAP,0.47744666250641665,0.7,10.0,0.1,1.05,2,1000,0.878
AP,4.429695775442816,0.7,-1.0,-1.0,-1.0,2,1000,1.0
rAP,4.981736849571978,0.7,10.0,0.1,1.05,2,1000,0.999
AP,0.47806152671939894,0.7,-1.0,-1.0,-1.0,2,1000,0.7010000000000001
rAP,0.4824861929543338,0.7,10.0,0.1,1.05,2,1000,0.925
AP,0.8164796806897527,0.7,-1.0,-1.0,-1.0,2,1000,1.0
rAP,0.4814790058843223,0.7,10.0,0.1,1.05,2,1000,0.998
AP,0.7137391190529988,0.7,-1.0,-1.0,-1.0,2,1000,0.758
rAP,0.48469067101172325,0.7,10.0,0.1,1.05,2,1000,0.8069999999999999
AP,3.0132124091259276,0.7,-1.0,-1.0,-1.0,2,1000,1.0
rAP,11.794279196297067,0.7,10.0,0.1,1.05,2,1000,0.999
AP,7.077078953829914,0.7,-1.0,-1.0,-1.0,2,1000,0.999
rAP,0.5074021170226557,0.7,10.0,0.1,1.05,2,1000,0.8140000000000001
AP,0.842158348107675,0.7,-1.0,-1.0,-1.0,2,1000,0.96
rAP,0.5062701350241725,0.7,10.0,0.1,1.05,2,1000,0.921
AP,0.4985364956094794,0.7,-1.0,-1.0,-1.0,2,1000,0.892
rAP,4.300150756405033,0.7,10.0,0.1,1.05,2,1000,0.999
AP,0.5405322780615988,0.7,-1.0,-1.0,-1.0,2,1000,0.61
rAP,0.4967590898478622,0.7,10.0,0.1,1.05,2,1000,0.5800000000000001
AP,0.48466486023145067,0.7,-1.0,-1.0,-1.0,2,1000,0.9410000000000001
rAP,0.49231632386328467,0.7,10.0,0.1,1.05,2,1000,0.888
AP,7.52951268463348,0.7,-1.0,-1.0,-1.0,2,1000,0.999
rAP,0.5047871494321982,0.7,10.0,0.1,1.05,2,1000,0.834
AP,2.837696740414318,0.7,-1.0,-1.0,-1.0,2,1000,0.999
rAP,0.5027079847174447,0.7,10.0,0.1,1.05,2,1000,0.8160000000000001
AP,0.47947431474926944,0.7,-1.0,-1.0,-1.0,2,1000,0.882
rAP,0.6442842745509523,0.7,10.0,0.1,1.05,2,1000,0.562
AP,6.89110666052706,0.7,-1.0,-1.0,-1.0,2,1000,0.999
rAP,0.5003381668595139,0.7,10.0,0.1,1.05,2,1000,0.769
AP,0.48114566796419067,0.7,-1.0,-1.0,-1.0,2,1000,0.991
rAP,0.7017892435311691,0.7,10.0,0.1,1.05,2,1000,0.515
AP,3.305485249608637,0.7,-1.0,-1.0,-1.0,2,1000,0.999
rAP,0.481135478045591,0.7,10.0,0.1,1.05,2,1000,0.737
AP,0.4924116387682628,0.7,-1.0,-1.0,-1.0,2,1000,0.992
rAP,3.664157861785246,0.7,10.0,0.1,1.05,2,1000,0.999
AP,10.60836685271073,0.7,-1.0,-1.0,-1.0,2,1000,0.999
rAP,0.5079300714990492,0.7,10.0,0.1,1.05,2,1000,0.837
AP,8.19590833040531,0.7,-1.0,-1.0,-1.0,2,1000,0.999
rAP,0.48873878434105267,0.7,10.0,0.1,1.05,2,1000,0.679
AP,0.7254220474813169,0.7,-1.0,-1.0,-1.0,2,1000,1.0
rAP,0.48887050305797064,0.7,10.0,0.1,1.05,2,1000,0.908
AP,5.264395266292494,0.7,-1.0,-1.0,-1.0,2,1000,0.999
rAP,1.7439753250592118,0.7,10.0,0.1,1.05,2,1000,0.997
AP,5.064335689790407,0.7,-1.0,-1.0,-1.0,2,1000,1.0
rAP,0.4804511506964867,0.7,10.0,0.1,1.05,2,1000,0.872
AP,0.4783474864961701,0.7,-1.0,-1.0,-1.0,2,1000,0.632
rAP,0.47828363199652985,0.7,10.0,0.1,1.05,2,1000,0.631
AP,6.535072557090199,0.7,-1.0,-1.0,-1.0,2,1000,0.999
rAP,0.4838028185026602,0.7,10.0,0.1,1.05,2,1000,0.927
AP,0.48189533487176944,0.7,-1.0,-1.0,-1.0,2,1000,0.99
rAP,0.48092679237954394,0.7,10.0,0.1,1.05,2,1000,0.997
AP,1.1624235520772088,0.7,-1.0,-1.0,-1.0,2,1000,0.999
rAP,0.5083532652108276,0.7,10.0,0.1,1.05,2,1000,0.843
AP,1.5025398001637125,0.7,-1.0,-1.0,-1.0,2,1000,0.998
rAP,3.3587464529604394,0.7,10.0,0.1,1.05,2,1000,0.999
AP,5.735585128819191,0.7,-1.0,-1.0,-1.0,2,1000,0.999
rAP,0.482535291380183,0.7,10.0,0.1,1.05,2,1000,0.981
AP,0.47526050160824795,0.7,-1.0,-1.0,-1.0,2,1000,0.651
rAP,0.4799137289599089,0.7,10.0,0.1,1.05,2,1000,0.999
AP,6.9225030179095794,0.7,-1.0,-1.0,-1.0,2,1000,0.999
rAP,3.979989992749834,0.7,10.0,0.1,1.05,2,1000,0.979
AP,0.6186847769653837,0.7,-1.0,-1.0,-1.0,2,1000,0.5449999999999999
rAP,0.48123581548989347,0.7,10.0,0.1,1.05,2,1000,0.645
AP,5.740492932021891,0.7,-1.0,-1.0,-1.0,2,1000,1.0
rAP,0.5033308944235065,0.7,10.0,0.1,1.05,2,1000,0.928
AP,7.869701229227131,0.7,-1.0,-1.0,-1.0,2,1000,1.0
rAP,4.3235075746784615,0.7,10.0,0.1,1.05,2,1000,0.999
AP,0.49623879447124636,0.7,-1.0,-1.0,-1.0,2,1000,0.997
rAP,0.4817768889194021,0.7,10.0,0.1,1.05,2,1000,0.99
AP,4.922487644631869,0.7,-1.0,-1.0,-1.0,2,1000,0.999
rAP,0.508480098874626,0.7,10.0,0.1,1.05,2,1000,0.979
AP,2.4054244360428703,0.7,-1.0,-1.0,-1.0,2,1000,0.999
rAP,4.234690158880966,0.7,10.0,0.1,1.05,2,1000,0.999
AP,9.561563093155437,0.7,-1.0,-1.0,-1.0,2,1000,0.999
rAP,0.7137391190529988,0.7,10.0,0.1,1.05,2,1000,0.758
AP,0.7137391190529988,0.7,-1.0,-1.0,-1.0,2,1000,0.758
rAP,0.48019721775380736,0.7,10.0,0.1,1.05,2,1000,0.908
AP,3.4843901480760384,0.7,-1.0,-1.0,-1.0,2,1000,0.999
rAP,0.5641602496151134,0.7,10.0,0.5,1.01,2,1000,0.5860000000000001
AP,11.250802819893822,0.7,-1.0,-1.0,-1.0,2,1000,1.0
rAP,0.47526772072832496,0.7,10.0,0.5,1.01,2,1000,0.634
AP,0.6591447965258742,0.7,-1.0,-1.0,-1.0,2,1000,0.513
rAP,0.481007305424531,0.7,10.0,0.5,1.01,2,1000,0.927
AP,2.268334436816684,0.7,-1.0,-1.0,-1.0,2,1000,0.942
rAP,0.5107857221696035,0.7,10.0,0.5,1.01,2,1000,0.981
AP,6.99708415185014,0.7,-1.0,-1.0,-1.0,2,1000,1.0
rAP,9.869031181168713,0.7,10.0,0.5,1.01,2,1000,0.999
AP,3.122075515686525,0.7,-1.0,-1.0,-1.0,2,1000,0.999
rAP,8.810533769504007,0.7,10.0,0.5,1.01,2,1000,0.999
AP,0.7978269116221234,0.7,-1.0,-1.0,-1.0,2,1000,0.965
rAP,0.4875251914567146,0.7,10.0,0.5,1.01,2,1000,0.944
AP,6.872669049977464,0.7,-1.0,-1.0,-1.0,2,1000,0.999
rAP,0.5068053764004886,0.7,10.0,0.5,1.01,2,1000,0.929
AP,1.5595497517209804,0.7,-1.0,-1.0,-1.0,2,1000,0.999
rAP,0.47735057660344954,0.7,10.0,0.5,1.01,2,1000,0.998
AP,0.65007882172206,0.7,-1.0,-1.0,-1.0,2,1000,0.994
rAP,0.4923212072351983,0.7,10.0,0.5,1.01,2,1000,0.966
AP,2.587252177978108,0.7,-1.0,-1.0,-1.0,2,1000,0.999
rAP,0.4761321897330286,0.7,10.0,0.5,1.01,2,1000,0.995
AP,0.4863642812565997,0.7,-1.0,-1.0,-1.0,2,1000,0.877
rAP,0.479876452466932,0.7,10.0,0.5,1.01,2,1000,0.994
AP,0.6907067891743434,0.7,-1.0,-1.0,-1.0,2,1000,0.99
rAP,0.4854892049069893,0.7,10.0,0.5,1.01,2,1000,0.63
AP,9.419137518906314,0.7,-1.0,-1.0,-1.0,2,1000,1.0
rAP,0.7286204728747111,0.7,10.0,0.5,1.01,2,1000,1.0
AP,4.7354837690847305,0.7,-1.0,-1.0,-1.0,2,1000,0.996
rAP,4.479141235615644,0.7,10.0,0.5,1.01,2,1000,0.991
AP,0.7137391190529988,0.7,-1.0,-1.0,-1.0,2,1000,0.758
rAP,0.4756667052002826,0.7,10.0,0.5,1.01,2,1000,0.73
AP,0.48677768388139464,0.7,-1.0,-1.0,-1.0,2,1000,0.654
rAP,0.8532458250838658,0.7,10.0,0.5,1.01,2,1000,0.995
AP,11.69437620485817,0.7,-1.0,-1.0,-1.0,2,1000,0.999
rAP,0.4804625988966064,0.7,10.0,0.5,1.01,2,1000,0.521
AP,9.331049067235398,0.7,-1.0,-1.0,-1.0,2,1000,0.999
rAP,0.5105091141029139,0.7,10.0,0.5,1.01,2,1000,0.834
AP,4.4368203398105415,0.7,-1.0,-1.0,-1.0,2,1000,1.0
rAP,0.47459783213303075,0.7,10.0,0.5,1.01,2,1000,0.758
AP,0.4789939109830653,0.7,-1.0,-1.0,-1.0,2,1000,0.836
rAP,0.4849858575274519,0.7,10.0,0.5,1.01,2,1000,0.881
AP,6.721431550773312,0.7,-1.0,-1.0,-1.0,2,1000,0.999
rAP,0.4768283611541698,0.7,10.0,0.5,1.01,2,1000,0.7989999999999999
AP,0.47246317975452684,0.7,-1.0,-1.0,-1.0,2,1000,0.841
rAP,0.5655882099209789,0.7,10.0,0.5,1.01,2,1000,0.774
AP,0.48660891428803194,0.7,-1.0,-1.0,-1.0,2,1000,0.992
rAP,0.48285371832688784,0.7,10.0,0.5,1.01,2,1000,0.6799999999999999
AP,6.925481612057255,0.7,-1.0,-1.0,-1.0,2,1000,0.999
rAP,0.48078279542359037,0.7,10.0,0.5,1.01,2,1000,0.7150000000000001
AP,0.6050412394907211,0.7,-1.0,-1.0,-1.0,2,1000,0.949
rAP,0.5062704791960422,0.7,10.0,0.5,1.01,2,1000,0.924
AP,0.4874139620250778,0.7,-1.0,-1.0,-1.0,2,1000,0.728
rAP,0.4874139620250778,0.7,10.0,0.5,1.01,2,1000,0.728
AP,4.1829621516070326,0.7,-1.0,-1.0,-1.0,2,1000,0.998
rAP,4.320670140522813,0.7,10.0,0.5,1.01,2,1000,0.999
AP,6.968666864947778,0.7,-1.0,-1.0,-1.0,2,1000,0.999
rAP,6.033373178138293,0.7,10.0,0.5,1.01,2,1000,0.999
AP,0.48293917823004423,0.7,-1.0,-1.0,-1.0,2,1000,0.996
rAP,7.424474917548607,0.7,10.0,0.5,1.01,2,1000,0.999
AP,12.188378964881807,0.7,-1.0,-1.0,-1.0,2,1000,0.976
rAP,0.4822202836454695,0.7,10.0,0.5,1.01,2,1000,0.721
AP,3.455265462491893,0.7,-1.0,-1.0,-1.0,2,1000,0.999
rAP,0.4738979494418541,0.7,10.0,0.5,1.01,2,1000,0.602
AP,3.952508487178334,0.7,-1.0,-1.0,-1.0,2,1000,0.999
rAP,0.4785158933867494,0.7,10.0,0.5,1.01,2,1000,0.624
AP,0.5005094180246067,0.7,-1.0,-1.0,-1.0,2,1000,0.788
rAP,0.47929769882890577,0.7,10.0,0.5,1.01,2,1000,0.769
AP,5.107337479796493,0.7,-1.0,-1.0,-1.0,2,1000,0.999
rAP,1.2579393990924617,0.7,10.0,0.5,1.01,2,1000,0.999
AP,0.48262173983037854,0.7,-1.0,-1.0,-1.0,2,1000,0.942
rAP,0.48262173983037854,0.7,10.0,0.5,1.01,2,1000,0.942
AP,0.4834602816687742,0.7,-1.0,-1.0,-1.0,2,1000,0.795
rAP,0.4760273333898946,0.7,10.0,0.5,1.01,2,1000,0.759
AP,0.6148834934204518,0.7,-1.0,-1.0,-1.0,2,1000,0.86
rAP,0.5940629741189565,0.7,10.0,0.5,1.01,2,1000,0.875
AP,1.2500537175094646,0.7,-1.0,-1.0,-1.0,2,1000,0.991
rAP,0.4842535530624368,0.7,10.0,0.5,1.01,2,1000,0.725
AP,0.5620300628830867,0.7,-1.0,-1.0,-1.0,2,1000,0.923
rAP,0.4851039479028948,0.7,10.0,0.5,1.01,2,1000,0.782
AP,0.5582904346385936,0.7,-1.0,-1.0,-1.0,2,1000,0.923
rAP,5.934991208421325,0.7,10.0,0.5,1.01,2,1000,0.999
AP,3.487942471081326,0.7,-1.0,-1.0,-1.0,2,1000,0.999
rAP,5.808891362771754,0.7,10.0,0.5,1.01,2,1000,0.999
AP,10.153537820963665,0.7,-1.0,-1.0,-1.0,2,1000,0.988
rAP,0.502719697154861,0.7,10.0,0.5,1.01,2,1000,0.896
AP,0.48420027671667454,0.7,-1.0,-1.0,-1.0,2,1000,0.947
rAP,0.4787049229889147,0.7,10.0,0.5,1.01,2,1000,0.983
AP,0.4800224257002277,0.7,-1.0,-1.0,-1.0,2,1000,0.747
rAP,1.8826577815322922,0.7,10.0,0.5,1.01,2,1000,0.999
AP,0.4862538875309363,0.7,-1.0,-1.0,-1.0,2,1000,0.804
rAP,0.6262466948151492,0.7,10.0,0.5,1.01,2,1000,0.945
AP,3.0666577757479594,0.7,-1.0,-1.0,-1.0,2,1000,0.999
rAP,0.4786542532019053,0.7,10.0,0.5,1.01,2,1000,0.781
AP,0.47900272562797597,0.7,-1.0,-1.0,-1.0,2,1000,0.992
rAP,0.47900272562797597,0.7,10.0,0.5,1.01,2,1000,0.992
AP,1.3360127674783284,0.7,-1.0,-1.0,-1.0,2,1000,0.943
rAP,0.4859920020816618,0.7,10.0,0.5,1.01,2,1000,0.981
AP,6.933109785877059,0.7,-1.0,-1.0,-1.0,2,1000,0.999
rAP,0.47572805770675497,0.7,10.0,0.5,1.01,2,1000,0.896
AP,0.4873192551882921,0.7,-1.0,-1.0,-1.0,2,1000,0.991
rAP,9.043364369374428,0.7,10.0,0.5,1.01,2,1000,0.997
AP,0.48822605929503715,0.7,-1.0,-1.0,-1.0,2,1000,0.622
rAP,0.48682746058643916,0.7,10.0,0.5,1.01,2,1000,0.6599999999999999
AP,0.5855891044025548,0.7,-1.0,-1.0,-1.0,2,1000,0.906
rAP,0.47590972360588296,0.7,10.0,0.5,1.01,2,1000,0.987
AP,1.0278345745016542,0.7,-1.0,-1.0,-1.0,2,1000,0.999
rAP,0.49201904694266035,0.7,10.0,0.5,1.01,2,1000,0.916
AP,1.071477190111859,0.7,-1.0,-1.0,-1.0,2,1000,0.999
rAP,0.4946519646847412,0.7,10.0,0.5,1.01,2,1000,0.628
AP,2.6195382326347745,0.7,-1.0,-1.0,-1.0,2,1000,0.999
rAP,0.487671351057508,0.7,10.0,0.5,1.01,2,1000,0.9
AP,5.8794255577682435,0.7,-1.0,-1.0,-1.0,2,1000,0.999
rAP,0.48409342240197095,0.7,10.0,0.5,1.01,2,1000,0.718
